Context,File,Suite (level 1),Suite (level 2),Suite (level 3),Description,Via helpers,Private API called
definition,test/realtime/auth.test.js,realtime/auth,,,auth_token_expires,availableTransports,call.Utils.keysArray
definition,test/realtime/auth.test.js,realtime/auth,,,auth_token_expires,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/auth.test.js,realtime/auth,,,auth_token_expires,availableTransports,read.Realtime._transports
definition,test/realtime/auth.test.js,realtime/auth,,,auth_tokenDetails_expiry_with_authcallback,availableTransports,call.Utils.keysArray
definition,test/realtime/auth.test.js,realtime/auth,,,auth_tokenDetails_expiry_with_authcallback,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/auth.test.js,realtime/auth,,,auth_tokenDetails_expiry_with_authcallback,availableTransports,read.Realtime._transports
definition,test/realtime/auth.test.js,realtime/auth,,,auth_token_string_expiry_with_authcallback,availableTransports,call.Utils.keysArray
definition,test/realtime/auth.test.js,realtime/auth,,,auth_token_string_expiry_with_authcallback,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/auth.test.js,realtime/auth,,,auth_token_string_expiry_with_authcallback,availableTransports,read.Realtime._transports
definition,test/realtime/auth.test.js,realtime/auth,,,auth_token_string_expiry_with_token,availableTransports,call.Utils.keysArray
definition,test/realtime/auth.test.js,realtime/auth,,,auth_token_string_expiry_with_token,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/auth.test.js,realtime/auth,,,auth_token_string_expiry_with_token,availableTransports,read.Realtime._transports
definition,test/realtime/auth.test.js,realtime/auth,,,auth_expired_token_string,availableTransports,call.Utils.keysArray
definition,test/realtime/auth.test.js,realtime/auth,,,auth_expired_token_string,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/auth.test.js,realtime/auth,,,auth_expired_token_string,availableTransports,read.Realtime._transports
definition,test/realtime/auth.test.js,realtime/auth,,,reauth_authCallback,availableTransports,call.Utils.keysArray
definition,test/realtime/auth.test.js,realtime/auth,,,reauth_authCallback,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/auth.test.js,realtime/auth,,,reauth_authCallback,availableTransports,read.Realtime._transports
definition,test/realtime/auth.test.js,realtime/auth,,,authorize_immediately_after_init,availableTransports,call.Utils.keysArray
definition,test/realtime/auth.test.js,realtime/auth,,,authorize_immediately_after_init,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/auth.test.js,realtime/auth,,,authorize_immediately_after_init,availableTransports,read.Realtime._transports
definition,test/realtime/channel.test.js,realtime/channel,,,channelinit0,availableTransports,call.Utils.keysArray
definition,test/realtime/channel.test.js,realtime/channel,,,channelinit0,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/channel.test.js,realtime/channel,,,channelinit0,availableTransports,read.Realtime._transports
definition,test/realtime/channel.test.js,realtime/channel,,,channelattach0,availableTransports,call.Utils.keysArray
definition,test/realtime/channel.test.js,realtime/channel,,,channelattach0,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/channel.test.js,realtime/channel,,,channelattach0,availableTransports,read.Realtime._transports
definition,test/realtime/channel.test.js,realtime/channel,,,channelattach2,availableTransports,call.Utils.keysArray
definition,test/realtime/channel.test.js,realtime/channel,,,channelattach2,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/channel.test.js,realtime/channel,,,channelattach2,availableTransports,read.Realtime._transports
definition,test/realtime/channel.test.js,realtime/channel,,,channelattach3,availableTransports,call.Utils.keysArray
definition,test/realtime/channel.test.js,realtime/channel,,,channelattach3,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/channel.test.js,realtime/channel,,,channelattach3,availableTransports,read.Realtime._transports
definition,test/realtime/channel.test.js,realtime/channel,,,channelattachempty,availableTransports,call.Utils.keysArray
definition,test/realtime/channel.test.js,realtime/channel,,,channelattachempty,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/channel.test.js,realtime/channel,,,channelattachempty,availableTransports,read.Realtime._transports
definition,test/realtime/channel.test.js,realtime/channel,,,channelattachinvalid,availableTransports,call.Utils.keysArray
definition,test/realtime/channel.test.js,realtime/channel,,,channelattachinvalid,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/channel.test.js,realtime/channel,,,channelattachinvalid,availableTransports,read.Realtime._transports
definition,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach,availableTransports,call.Utils.keysArray
definition,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach,availableTransports,read.Realtime._transports
definition,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid,availableTransports,call.Utils.keysArray
definition,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid,availableTransports,read.Realtime._transports
definition,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice,availableTransports,call.Utils.keysArray
definition,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice,availableTransports,read.Realtime._transports
definition,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet,availableTransports,call.Utils.keysArray
definition,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet,availableTransports,read.Realtime._transports
definition,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions,availableTransports,call.Utils.keysArray
definition,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions,availableTransports,read.Realtime._transports
definition,test/realtime/channel.test.js,realtime/channel,,,subscribeAfterSetOptions,availableTransports,call.Utils.keysArray
definition,test/realtime/channel.test.js,realtime/channel,,,subscribeAfterSetOptions,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/channel.test.js,realtime/channel,,,subscribeAfterSetOptions,availableTransports,read.Realtime._transports
definition,test/realtime/channel.test.js,realtime/channel,,,setOptionsCallbackBehaviour,availableTransports,call.Utils.keysArray
definition,test/realtime/channel.test.js,realtime/channel,,,setOptionsCallbackBehaviour,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/channel.test.js,realtime/channel,,,setOptionsCallbackBehaviour,availableTransports,read.Realtime._transports
definition,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsModesAndChannelModes,availableTransports,call.Utils.keysArray
definition,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsModesAndChannelModes,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsModesAndChannelModes,availableTransports,read.Realtime._transports
definition,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelModes,availableTransports,call.Utils.keysArray
definition,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelModes,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelModes,availableTransports,read.Realtime._transports
definition,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsDeltaAndModes,availableTransports,call.Utils.keysArray
definition,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsDeltaAndModes,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsDeltaAndModes,availableTransports,read.Realtime._transports
definition,test/realtime/crypto.test.js,realtime/crypto,,,single_send_128,availableTransports,call.Utils.keysArray
definition,test/realtime/crypto.test.js,realtime/crypto,,,single_send_128,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/crypto.test.js,realtime/crypto,,,single_send_128,availableTransports,read.Realtime._transports
definition,test/realtime/crypto.test.js,realtime/crypto,,,single_send_256,availableTransports,call.Utils.keysArray
definition,test/realtime/crypto.test.js,realtime/crypto,,,single_send_256,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/crypto.test.js,realtime/crypto,,,single_send_256,availableTransports,read.Realtime._transports
definition,test/realtime/failure.test.js,realtime/failure,,,disconnected_backoff_,availableTransports,call.Utils.keysArray
definition,test/realtime/failure.test.js,realtime/failure,,,disconnected_backoff_,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/failure.test.js,realtime/failure,,,disconnected_backoff_,availableTransports,read.Realtime._transports
definition,test/realtime/failure.test.js,realtime/failure,,,channel_backoff_,availableTransports,call.Utils.keysArray
definition,test/realtime/failure.test.js,realtime/failure,,,channel_backoff_,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/failure.test.js,realtime/failure,,,channel_backoff_,availableTransports,read.Realtime._transports
definition,test/realtime/failure.test.js,realtime/failure,,,try_fallback_hosts_on_placement_constraint,availableTransports,call.Utils.keysArray
definition,test/realtime/failure.test.js,realtime/failure,,,try_fallback_hosts_on_placement_constraint,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/failure.test.js,realtime/failure,,,try_fallback_hosts_on_placement_constraint,availableTransports,read.Realtime._transports
definition,test/realtime/init.test.js,realtime/init,,,initbase0,bestTransport -> availableTransports,call.Utils.keysArray
definition,test/realtime/init.test.js,realtime/init,,,initbase0,bestTransport -> availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/init.test.js,realtime/init,,,initbase0,bestTransport -> availableTransports,read.Realtime._transports
definition,test/realtime/message.test.js,realtime/message,,,publishfast,availableTransports,call.Utils.keysArray
definition,test/realtime/message.test.js,realtime/message,,,publishfast,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/message.test.js,realtime/message,,,publishfast,availableTransports,read.Realtime._transports
definition,test/realtime/message.test.js,realtime/message,,,publishQueued,availableTransports,call.Utils.keysArray
definition,test/realtime/message.test.js,realtime/message,,,publishQueued,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/message.test.js,realtime/message,,,publishQueued,availableTransports,read.Realtime._transports
definition,test/realtime/message.test.js,realtime/message,,,publish,availableTransports,call.Utils.keysArray
definition,test/realtime/message.test.js,realtime/message,,,publish,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/message.test.js,realtime/message,,,publish,availableTransports,read.Realtime._transports
definition,test/realtime/reauth.test.js,realtime/reauth,,,reauthCapabilityUpgradeNewChannel,availableTransports,call.Utils.keysArray
definition,test/realtime/reauth.test.js,realtime/reauth,,,reauthCapabilityUpgradeNewChannel,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/reauth.test.js,realtime/reauth,,,reauthCapabilityUpgradeNewChannel,availableTransports,read.Realtime._transports
definition,test/realtime/reauth.test.js,realtime/reauth,,,reauthCapabilityDowngradeFullChannel,availableTransports,call.Utils.keysArray
definition,test/realtime/reauth.test.js,realtime/reauth,,,reauthCapabilityDowngradeFullChannel,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/reauth.test.js,realtime/reauth,,,reauthCapabilityDowngradeFullChannel,availableTransports,read.Realtime._transports
definition,test/realtime/reauth.test.js,realtime/reauth,,,reauthCapabilityUpgradeAddPublish,availableTransports,call.Utils.keysArray
definition,test/realtime/reauth.test.js,realtime/reauth,,,reauthCapabilityUpgradeAddPublish,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/reauth.test.js,realtime/reauth,,,reauthCapabilityUpgradeAddPublish,availableTransports,read.Realtime._transports
definition,test/realtime/reauth.test.js,realtime/reauth,,,reauthCapabilityDowngradePublish,availableTransports,call.Utils.keysArray
definition,test/realtime/reauth.test.js,realtime/reauth,,,reauthCapabilityDowngradePublish,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/reauth.test.js,realtime/reauth,,,reauthCapabilityDowngradePublish,availableTransports,read.Realtime._transports
definition,test/realtime/resume.test.js,realtime/resume,,,resume_inactive,availableTransports,call.Utils.keysArray
definition,test/realtime/resume.test.js,realtime/resume,,,resume_inactive,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/resume.test.js,realtime/resume,,,resume_inactive,availableTransports,read.Realtime._transports
definition,test/realtime/resume.test.js,realtime/resume,,,resume_active,availableTransports,call.Utils.keysArray
definition,test/realtime/resume.test.js,realtime/resume,,,resume_active,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/resume.test.js,realtime/resume,,,resume_active,availableTransports,read.Realtime._transports
definition,test/realtime/resume.test.js,realtime/resume,,,resume_lost_continuity,availableTransports,call.Utils.keysArray
definition,test/realtime/resume.test.js,realtime/resume,,,resume_lost_continuity,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/resume.test.js,realtime/resume,,,resume_lost_continuity,availableTransports,read.Realtime._transports
definition,test/realtime/resume.test.js,realtime/resume,,,resume_token_error,availableTransports,call.Utils.keysArray
definition,test/realtime/resume.test.js,realtime/resume,,,resume_token_error,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/resume.test.js,realtime/resume,,,resume_token_error,availableTransports,read.Realtime._transports
definition,test/realtime/resume.test.js,realtime/resume,,,resume_fatal_error,availableTransports,call.Utils.keysArray
definition,test/realtime/resume.test.js,realtime/resume,,,resume_fatal_error,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/resume.test.js,realtime/resume,,,resume_fatal_error,availableTransports,read.Realtime._transports
definition,test/realtime/transports.test.js,realtime/transports,,,tests that are run if there are multiple transports,availableTransports,call.Utils.keysArray
definition,test/realtime/transports.test.js,realtime/transports,,,tests that are run if there are multiple transports,availableTransports,call.ConnectionManager.supportedTransports
definition,test/realtime/transports.test.js,realtime/transports,,,tests that are run if there are multiple transports,availableTransports,read.Realtime._transports
hook,test/realtime/auth.test.js,realtime/auth,,,"""before all"" hook",ablyRest -> ablyClientOptions,call.Utils.copy
hook,test/realtime/auth.test.js,realtime/auth,,,"""before all"" hook",ablyRest -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,authbase0,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,authbase0,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,authbase0,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/auth.test.js,realtime/auth,,,authbase0,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_json,ablyRest -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_json,ablyRest -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_json,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_json,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_json,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_json,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_json,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_json,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_post_json,ablyRest -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_post_json,ablyRest -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_post_json,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_post_json,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_post_json,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_post_json,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_post_json,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_post_json,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_plainText,ablyRest -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_plainText,ablyRest -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_plainText,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_plainText,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_plainText,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_plainText,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_plainText,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_plainText,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenRequestResponse,ablyRest -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenRequestResponse,ablyRest -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenRequestResponse,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenRequestResponse,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenRequestResponse,,read.auth.method
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenRequestResponse,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenRequestResponse,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenRequestResponse,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenRequestResponse,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenDetailsResponse,ablyRest -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenDetailsResponse,ablyRest -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenDetailsResponse,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenDetailsResponse,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenDetailsResponse,,read.auth.method
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenDetailsResponse,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenDetailsResponse,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenDetailsResponse,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenDetailsResponse,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenStringResponse,ablyRest -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenStringResponse,ablyRest -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenStringResponse,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenStringResponse,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenStringResponse,,read.auth.method
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenStringResponse,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenStringResponse,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenStringResponse,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthCallback_tokenStringResponse,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_mixed_authParams_qsParams,ablyRest -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_mixed_authParams_qsParams,ablyRest -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_mixed_authParams_qsParams,,call.Utils.toQueryString
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_mixed_authParams_qsParams,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_mixed_authParams_qsParams,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_mixed_authParams_qsParams,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_mixed_authParams_qsParams,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_mixed_authParams_qsParams,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/auth.test.js,realtime/auth,,,auth_useAuthUrl_mixed_authParams_qsParams,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance,ablyRest -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance,ablyRest -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance2,ablyRest -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance2,ablyRest -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance2,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance2,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance3,ablyRest -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance3,ablyRest -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance3,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance3,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance4,ablyRest -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance4,ablyRest -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance4,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance4,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance5,ablyRest -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance5,ablyRest -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance5,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance5,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance5,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance5,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance5,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/auth.test.js,realtime/auth,,,auth_clientid_inheritance5,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/auth.test.js,realtime/auth,,,authCallback_error,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,authCallback_error,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,authCallback_error,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/auth.test.js,realtime/auth,,,authCallback_error,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/auth.test.js,realtime/auth,,,authCallback_timeout,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,authCallback_timeout,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,authCallback_timeout,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/auth.test.js,realtime/auth,,,authCallback_timeout,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/auth.test.js,realtime/auth,,,authCallback_nothing,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,authCallback_nothing,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/auth.test.js,realtime/auth,,,authCallback_nothing,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/auth.test.js,realtime/auth,,,authCallback_nothing,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/auth.test.js,realtime/auth,,,authCallback_malformed,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/auth.test.js,realtime/auth,,,authCallback_malformed,ablyRealtime -> ablyClientOptions,call.Utils.mixin
