Context,File,Suite (level 1),Suite (level 2),Suite (level 3),Description,Via helpers,Private API called
test,test/realtime/channel.test.js,realtime/channel,,,channelattachinvalid_with_text_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_web_socket_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_web_socket_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_web_socket_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_web_socket_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_comet_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_comet_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_comet_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_comet_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_comet_binary_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_comet_binary_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_comet_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_comet_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_comet_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_comet_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_comet_text_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_comet_text_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_binary_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_binary_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_text_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,publish_no_attach_with_text_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_web_socket_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_web_socket_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_web_socket_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_web_socket_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_comet_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_comet_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_comet_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_comet_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_comet_binary_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_comet_binary_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_comet_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_comet_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_comet_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_comet_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_comet_text_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_comet_text_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_binary_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_binary_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_text_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_publish_invalid_with_text_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_web_socket_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_web_socket_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_web_socket_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_web_socket_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_comet_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_comet_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_comet_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_comet_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_comet_binary_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_comet_binary_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_comet_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_comet_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_comet_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_comet_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_comet_text_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_comet_text_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_binary_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_binary_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_text_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,channelattach_invalid_twice_with_text_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,channelattachWhenState,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,channelattachWhenState,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,channelattachWhenState,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,channelattachWhenState,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,channelattachWhenState,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,channelattachWhenState,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,channelattachOnceOrIfBefore,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,channelattachOnceOrIfBefore,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,channelattachOnceOrIfBefore,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,channelattachOnceOrIfBefore,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,channelattachOnceOrIfBefore,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,channelattachOnceOrIfBefore,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_web_socket_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_web_socket_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_web_socket_binary_transport,,read.channel.channelOptions
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_web_socket_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_web_socket_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_web_socket_text_transport,,read.channel.channelOptions
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_comet_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_comet_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_comet_binary_transport,,read.channel.channelOptions
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_comet_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_comet_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_comet_binary_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_comet_binary_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_comet_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_comet_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_comet_text_transport,,read.channel.channelOptions
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_comet_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_comet_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_comet_text_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_comet_text_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_binary_transport,,read.channel.channelOptions
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_binary_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_binary_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_text_transport,,read.channel.channelOptions
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_text_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicChannelsGet_with_text_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_web_socket_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_web_socket_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_web_socket_binary_transport,,read.channel.channelOptions
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_web_socket_binary_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_web_socket_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_web_socket_text_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_web_socket_text_transport,,read.channel.channelOptions
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_web_socket_text_transport,closeAndFinish -> callbackOnClose,call.Platform.nextTick
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_comet_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.copy
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_comet_binary_transport,ablyRealtime -> ablyClientOptions,call.Utils.mixin
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_comet_binary_transport,,read.channel.channelOptions
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_comet_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_comet_binary_transport,closeAndFinish -> callbackOnClose,read.connectionManager.activeProtocol.transport
test,test/realtime/channel.test.js,realtime/channel,,,attachWithChannelParamsBasicSetOptions_with_comet_binary_transport,closeAndFinish -> callbackOnClose,listen.transport.disposed
